timestamp,joint1,joint2,joint3,joint4,joint5,joint6
1740157761107442718,-2.8722949028015137,-0.13218440115451813,1.6029021739959717,-1.0050182342529297,-0.4183692932128906,1.066051959991455
1740157887107442718,-2.87457275390625,-0.13131515681743622,1.6032540798187256,-1.0027326345443726,-0.4166795313358307,1.063746452331543
1740157887127442718,-2.8768584728240967,-0.13032445311546326,1.6041065454483032,-0.9999101161956787,-0.41476204991340637,1.0610235929489136
1740157887147442718,-2.8800108432769775,-0.1289566606283188,1.6053733825683594,-0.9956456422805786,-0.41199368238449097,1.0569372177124023
1740157887167442718,-2.8839223384857178,-0.12725649774074554,1.607015609741211,-0.9901079535484314,-0.40850627422332764,1.0516189336776733
1740157887187442718,-2.8884170055389404,-0.12531344592571259,1.608845591545105,-0.9836805462837219,-0.4045754671096802,1.0454657077789307
1740157887207442718,-2.893195390701294,-0.12326174974441528,1.6107381582260132,-0.9767776727676392,-0.40041694045066833,1.0388952493667603
1740157887227442718,-2.8978049755096436,-0.12128674983978271,1.6125680208206177,-0.9698747396469116,-0.39639022946357727,1.0323413610458374
1740157887247442718,-2.9018776416778564,-0.11956741660833359,1.6141868829727173,-0.9636621475219727,-0.3928189277648926,1.0264302492141724
1740157887267442718,-2.9051756858825684,-0.1182187870144844,1.6154537200927734,-0.9587840437889099,-0.38997867703437805,1.0217890739440918
1740157887287442718,-2.9075534343719482,-0.11729200929403305,1.6162904500961304,-0.9555013179779053,-0.38806119561195374,1.0186636447906494
1740157887307442718,-2.909125566482544,-0.11672315746545792,1.616744041442871,-0.9536912441253662,-0.3869466781616211,1.0169410705566406
1740157887507442718,-2.911418914794922,-0.11601369082927704,1.6172446012496948,-0.951697051525116,-0.38548457622528076,1.0148801803588867
1740157887547442718,-2.914839744567871,-0.11479929089546204,1.6182299852371216,-0.9471871852874756,-0.3828240931034088,1.0105233192443848
1740157887567442718,-2.9178693294525146,-0.11366797983646393,1.6192387342453003,-0.9425085186958313,-0.3802834451198578,1.005972146987915
